subject_name,subject_code,subject_map,subject_type,relationship,pred_name,pred_code,pred_map,pred_type
Dadi Dadi / Dardi Dardi people,S28,Vic SI54-12,people term,use for,,S28,,people code
Dadiwi language,N116.F,NT SD53-03,language term,use,Datiwuy language,N116.F,NT SD53-03,language term
Dadiwi people,N116.F,NT SD53-03,people term,use,Datiwuy people,N116.F,NT SD53-03,people term
Dagalag language,Y125,Qld SE54-12,language term,use,Tagalaka language,Y125,Qld SE54-12,language term
Dagalag people,Y125,Qld SE54-12,people term,use,Tagalaka people,Y125,Qld SE54-12,people term
Dagoman language,N38,NT SD52-12,language term,use for,,N38,,language code
Dagoman language,N38,NT SD52-12,language term,broader term,Gunwinyguan language family,,,language term
Dagoman people,N38,NT SD52-12,people term,use for,,N38,,people code
Daguda / Thaagurda language,W15,WA SG50-09,language term,use for,Thaagurda language,W15,WA SG50-09,language term
Daguda / Thaagurda language,W15,WA SG50-09,language term,use for,,W15,,language code
Daguda / Thaagurda language,W15,WA SG50-09,language term,broader term,Nhanta / Nhanda language,W14,WA SG50-13,language term
Daguda / Thaagurda people,W15,WA SG50-09,people term,use for,Thaagurda people,W15,WA SG50-09,people term
Daguda / Thaagurda people,W15,WA SG50-09,people term,use for,,W15,,people code
Daguda / Thaagurda people,W15,WA SG50-09,people term,broader term,Nhanta / Nhanda people,W14,WA SG50-13,people term
Daingatti language,E6,NSW SH56-14,language term,use,Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term
Daingatti people,E6,NSW SH56-14,people term,use,Dhanggatti / Daingatti / Dunghutti people,E6,NSW SH56-14,people term
Dainiguid language,Y24,Qld SD54-03,language term,use,Tainikuit language,Y24,Qld SD54-03,language term
Dainiguid people,Y24,Qld SD54-03,people term,use,Tainikuit people,Y24,Qld SD54-03,people term
Dajoror people,N96,NT SD53-03,people term,use for,,N96,,people code
Dajoror people,N96,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Dajoror people,N96,NT SD53-03,people term,RT,Gupapuyngu language,N122.1,NT SD53-03,people term
Dalabon / Dangbon language,N60,NT SD53-02,language term,use for,Buan / Buwan language,N89,NT SD53-02,language term
Dalabon / Dangbon language,N60,NT SD53-02,language term,use for,Dangbon language,N60,NT SD53-02,language term
Dalabon / Dangbon language,N60,NT SD53-02,language term,use for,,N60,,language code
Dalabon / Dangbon language,N60,NT SD53-02,language term,use for,,N76,,language code
Dalabon / Dangbon language,N60,NT SD53-02,language term,use for,,N89,,language code
Dalabon / Dangbon language,N60,NT SD53-02,language term,use for,Ngalbon language,N76,NT SD53-06,language term
Dalabon / Dangbon language,N60,NT SD53-02,language term,use for,Ngalkbun language,N76,NT SD53-06,language term
Dalabon / Dangbon language,N60,NT SD53-02,language term,broader term,Gunwinyguan language family,,,language term
Dalabon / Dangbon people,N60,NT SD53-02,people term,use for,Dangbon people,N60,NT SD53-02,people term
Dalabon / Dangbon people,N60,NT SD53-02,people term,use for,,N60,,people code
Dalabon / Dangbon people,N60,NT SD53-02,people term,narrower term,Djeradj / Dyeraidy people,N10,NT SD52-07,people term
Dalabon / Dangbon people,N60,NT SD53-02,people term,narrower term,Pungupungu / Bongo Bongo people,N11,NT SD52-07,people term
Dalla language,E25,Qld SG56-10,language term,use for,Dhalla language,E25,Qld SG56-10,language term
Dalla language,E25,Qld SG56-10,language term,use for,,E25,,language code
Dalla language,E25,Qld SG56-10,language term,broader term,Waka-Kabic language group,,,language term
Dalla people,E25,Qld SG56-10,people term,use for,Dhalla people,E25,Qld SG56-10,people term
Dalla people,E25,Qld SG56-10,people term,use for,,E25,,people code
Dalla people,E25,Qld SG56-10,people term,broader term,Gubbi Gubbi / Kabi Kabi / Gabi Gabi people,E29,Qld SG56-06,people term
Daly language family,,,language term,narrower term,Anson Bay language group,,,language term
Daly language family,,,language term,narrower term,Eastern Daly language group,,,language term
Daly language family,,,language term,narrower term,Northern Daly language group,,,language term
Daly language family,,,language term,narrower term,Southern Daly language group,,,language term
Daly language family,,,language term,narrower term,Western Daly language group,,,language term
Damala language,W16,WA SG49-12,language term,use for,,W16,,language code
Damala language,W16,WA SG49-12,language term,broader term,Nhanta / Nhanda language,W14,WA SG50-13,language term
Damala people,W16,WA SG49-12,people term,use for,,W16,,people code
Damala people,W16,WA SG49-12,people term,broader term,Malkana / Malgana people,W18,WA SG50-09,people term
Damin language,G38,Qld SE54-01,language term,use,Lardil language,G38,Qld SE54-01,language term
Danganegald language,S11,SA SI54-14,language term,use,Tanganekald language,S11,SA SI54-14,language term
Danganegald people,S11,SA SI54-14,people term,use,Tanganekald people,S11,SA SI54-14,people term
Dangbon language,N60,NT SD53-02,language term,use,Dalabon / Dangbon language,N60,NT SD53-02,language term
Dangbon people,N60,NT SD53-02,people term,use,Dalabon / Dangbon people,N60,NT SD53-02,people term
Danggali language,D14,SA SI54-06,language term,use for,,D14,,language code
Danggali language,D14,SA SI54-06,language term,use for,Dhanggagali language,D14,SA SI54-06,language term
Danggali language,D14,SA SI54-06,language term,broader term,Paakantjic language group,,,language term
Danggali people,D14,SA SI54-06,people term,use for,,D14,,people code
Danggali people,D14,SA SI54-06,people term,use for,Dhanggagali people,D14,SA SI54-06,people term
Danggali people,D14,SA SI54-06,people term,use for,Milpulo people,D14,SA SI54-06,people term
Darambal language,E46,Qld SF56-13,language term,use,Darumbal language,E46,Qld SF56-13,language term
Darambal people,E46,Qld SF56-13,people term,use,Darumbal people,E46,Qld SF56-13,people term
Dardi Dardi language,S28,Vic SI54-12,language term,use,Dadi Dadi / Dardi Dardi language,S28,Vic SI54-12,language term
Dardi Dardi people,S28,Vic SI54-12,people term,use,Dadi Dadi / Dardi Dardi people,S28,Vic SI54-12,people term
Darginyung language,S65,NSW SI56-05,language term,use,Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term
Darginyung people,S65,NSW SI56-05,people term,use,Darkinung / Darkinjung / Darkinoong people,S65,NSW SI56-05,people term
Dargudi language,A56,WA SG51-09,language term,use for,,A56,,language code
Dargudi language,A56,WA SG51-09,language term,broader term,Western Desert languages,,,language term
Dargudi people,A56,WA SG51-09,people term,use for,,A56,,people code
Dargudi people,A56,WA SG51-09,people term,broader term,Western Desert people,,,people term
Daribalang language,E33,Qld SG56-02,language term,use,Taribelang language,E33,Qld SG56-02,language term
Daribalang people,E33,Qld SG56-02,people term,use,Taribelang people,E33,Qld SG56-02,people term
Dariwal language,S59,NSW SI56-09,language term,use,Dharawal / Tharawal / Dariwal language,S59,NSW SI56-09,language term
Dariwal people,S59,NSW SI56-09,people term,use,Dharawal / Tharawal / Dariwal people,S59,NSW SI56-09,people term
Darkinjung language,S65,NSW SI56-05,language term,use,Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term
Darkinjung people,S65,NSW SI56-05,people term,use,Darkinung / Darkinjung / Darkinoong people,S65,NSW SI56-05,people term
Darkinoong language,S65,NSW SI56-05,language term,use,Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term
Darkinoong people,S65,NSW SI56-05,people term,use,Darkinung / Darkinjung / Darkinoong people,S65,NSW SI56-05,people term
Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term,use for,Darginyung language,S65,NSW SI56-05,language term
Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term,use for,Darkinjung language,S65,NSW SI56-05,language term
Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term,use for,Darkinoong language,S65,NSW SI56-05,language term
Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term,use for,Darkinyung language,S65,NSW S156-05,language term
Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term,use for,,S65,,language code
Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term,broader term,Dharug / Daruk / Darug language,S64,NSW SI56-05,language term
Darkinung / Darkinjung / Darkinoong people,S65,NSW SI56-05,people term,use for,Darginyung people,S65,NSW SI56-05,people term
Darkinung / Darkinjung / Darkinoong people,S65,NSW SI56-05,people term,use for,Darkinjung people,S65,NSW SI56-05,people term
Darkinung / Darkinjung / Darkinoong people,S65,NSW SI56-05,people term,use for,Darkinoong people,S65,NSW SI56-05,people term
Darkinung / Darkinjung / Darkinoong people,S65,NSW SI56-05,people term,use for,,S65,,people code
Darkinyung language,S65,NSW S156-05,language term,use,Darkinung / Darkinjung / Darkinoong language,S65,NSW SI56-05,language term
Darmarmiri language,N124,NT SD53-03,language term,use for,,N124,,language code
Darmarmiri language,N124,NT SD53-03,language term,broader term,Yolngu languages - Other,,NT SD53-03,language term
Darmarmiri people,N124,NT SD53-03,people term,use for,,N124,,people code
Darmarmiri people,N124,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Daruk / Darug language,S64,NSW SI56-05,language term,use,Dharug / Daruk / Darug language,S64,NSW SI56-05,language term
Daruk / Darug people,S64,NSW SI56-05,people term,use,Dharug / Daruk / Darug people,S64,NSW SI56-05,people term
Darumbal language,E46,Qld SF56-13,language term,use for,Darambal language,E46,Qld SF56-13,language term
Darumbal language,E46,Qld SF56-13,language term,use for,,E46,,language code
Darumbal language,E46,Qld SF56-13,language term,broader term,Waka-Kabic language group,,,language term
Darumbal people,E46,Qld SF56-13,people term,use for,Darambal people,E46,Qld SF56-13,people term
Darumbal people,E46,Qld SF56-13,people term,use for,,E46,,people code
Datiwuy language,N116.F,NT SD53-03,language term,use for,Dadiwi language,N116.F,NT SD53-03,language term
Datiwuy language,N116.F,NT SD53-03,language term,use for,,N116.F,,language code
Datiwuy language,N116.F,NT SD53-03,language term,broader term,Dhuwal languages,,NT SD53,language term
Datiwuy people,N116.F,NT SD53-03,people term,use for,Dadiwi people,N116.F,NT SD53-03,people term
Datiwuy people,N116.F,NT SD53-03,people term,use for,,N116.F,,people code
Datiwuy people,N116.F,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Daungwurrung / Taungurong language,S37,Vic SJ55-02,language term,use for,Dhawungwurung language,S37,Vic SJ55-02,language term
Daungwurrung / Taungurong language,S37,Vic SJ55-02,language term,use for,,S37,,language code
Daungwurrung / Taungurong language,S37,Vic SJ55-02,language term,use for,Taungurong language,S37,Vic SJ55-02,language term
Daungwurrung / Taungurong language,S37,Vic SJ55-02,language term,broader term,Wurundjeri / Woiwurung language,S36,Vic SJ55-05,language term
Daungwurrung / Taungurong people,S37,Vic SJ55-02,people term,use for,Dhawungwurung people,S37,Vic SJ55-02,people term
Daungwurrung / Taungurong people,S37,Vic SJ55-02,people term,use for,,S37,,people code
Daungwurrung / Taungurong people,S37,Vic SJ55-02,people term,use for,Taungurong people,S37,Vic SJ55-02,people term
Dha?i language group,N118,NT SD53-07,language term,use,Dhayyi / Dha?i language group,N118,NT SD53-07,language term
Dhalla language,E25,Qld SG56-10,language term,use,Dalla language,E25,Qld SG56-10,language term
Dhalla people,E25,Qld SG56-10,people term,use,Dalla people,E25,Qld SG56-10,people term
Dhalwangu language,N143.1,NT SD53-03,language term,use for,,N143.1,,language code
Dhalwangu language,N143.1,NT SD53-03,language term,broader term,Dhayyi / Dha?i language group,N118,NT SD53-07,language term
Dhalwangu language,N143.1,NT SD53-03,language term,RT,Nargala people,N116.U,NT SD53-03,language term
Dhalwangu people,N143.1,NT SD53-03,people term,use for,,N143.1,,people code
Dhalwangu people,N143.1,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Dhan-gadi language,E6,NSW SH56-14,language term,use,Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term
Dhan-gadi people,E6,NSW SH56-14,people term,use,Dhanggatti / Daingatti / Dunghutti people,E6,NSW SH56-14,people term
Dhanggagali language,D14,SA SI54-06,language term,use,Danggali language,D14,SA SI54-06,language term
Dhanggagali people,D14,SA SI54-06,people term,use,Danggali people,D14,SA SI54-06,people term
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,use for,Daingatti language,E6,NSW SH56-14,language term
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,use for,Dhan-gadi language,E6,NSW SH56-14,language term
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,use for,Dunghutti language,E6,NSW SH56-14,language term
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,use for,,E6,,language code
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,use for,Thungutti language,E6,NSW SH56-14,language term
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,broader term,Yuin-Kuric language group,,,language term
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,narrower term,Ngaku language,E4,NSW SH56-11,language term
Dhanggatti / Daingatti / Dunghutti language,E6,NSW SH56-14,language term,narrower term,Ngambaa language,E5,NSW SH56-14,language term
Dhanggatti / Daingatti / Dunghutti people,E6,NSW SH56-14,people term,use for,Daingatti people,E6,NSW SH56-14,people term
Dhanggatti / Daingatti / Dunghutti people,E6,NSW SH56-14,people term,use for,Dhan-gadi people,E6,NSW SH56-14,people term
Dhanggatti / Daingatti / Dunghutti people,E6,NSW SH56-14,people term,use for,Dunghutti people,E6,NSW SH56-14,people term
Dhanggatti / Daingatti / Dunghutti people,E6,NSW SH56-14,people term,use for,Thungutti people,E6,NSW SH56-14,people term
Dhanggatti / Daingatti / Dunghutti people,E6,NSW SH56-14,people term,narrower term,Ngaku people,E4,NSW SH56-11,people term
Dhangu language group,,,language term,broader term,Yolngu languages,,NT SD53,language term
Dhangu language group,,,language term,narrower term,Galpu language,N139,NT SD53-04,language term
Dhangu language group,,,language term,narrower term,Lamamirri language,N147,NT SD53-04,language term
Dhangu language group,,,language term,narrower term,Murru language,N116.T,NT SC53-15,language term
Dhangu language group,,,language term,narrower term,Ngaymil / Ngayimil / Ngeimil language,N116.X,NT SD53-03,language term
Dhangu language group,,,language term,narrower term,Rirratjingu language,N140,NT SD53-03,language term
Dhangu language group,,,language term,narrower term,Wangurri language,N134,NT SD53-03,language term
Dhangu language group,,,language term,narrower term,Woralul language,N132,NT SD53-03,language term
Dhapuyngu language,N116.E,NT SD53-03,language term,use for,Dabingu / Daboingu language,N116.E,NT SD53-03,language term
Dhapuyngu language,N116.E,NT SD53-03,language term,use for,,N116.D,,language code
